ProductionID,TurbineID,ProductionDate,WindSpeed,EnergyProducedMWh,AvailabilityPercent
102,1,2025-04-12,15.81,116.32,97.82
103,1,2025-04-13,18.0,31.41,97.32
104,1,2025-04-14,11.6,75.31,96.54
105,1,2025-04-15,19.55,118.46,92.88
106,1,2025-04-16,16.01,95.0,93.46
107,1,2025-04-17,6.86,24.09,97.77
108,1,2025-04-18,12.35,118.55,94.65
109,1,2025-04-19,19.67,61.16,97.94
110,1,2025-04-20,6.27,75.55,98.02
111,1,2025-04-21,18.87,102.26,90.37
112,1,2025-04-22,10.59,24.87,91.09
113,1,2025-04-23,15.13,91.33,97.74
114,1,2025-04-24,17.98,93.94,98.01
115,1,2025-04-25,5.73,43.45,96.22
116,1,2025-04-26,17.87,20.45,95.15
117,1,2025-04-27,15.16,22.96,94.01
118,1,2025-04-28,18.43,87.16,92.38
119,1,2025-04-29,17.79,54.8,98.53
120,1,2025-04-30,9.48,79.03,93.97
121,1,2025-05-01,9.12,108.66,91.88
122,1,2025-05-02,6.27,54.19,97.18
123,1,2025-05-03,17.11,119.87,92.96
124,1,2025-05-04,11.12,33.68,95.75
125,1,2025-05-05,19.96,90.09,95.95
126,1,2025-05-06,10.89,111.53,94.97
127,1,2025-05-07,7.02,56.54,90.67
128,1,2025-05-08,8.03,21.77,94.53
129,1,2025-05-09,14.52,54.33,94.2
130,1,2025-05-10,19.39,95.2,95.41
131,1,2025-05-11,9.27,109.7,92.35
132,1,2025-05-12,9.88,110.91,95.3
133,1,2025-05-13,16.13,79.07,96.53
134,1,2025-05-14,9.49,44.14,93.22
135,1,2025-05-15,7.33,107.43,92.83
136,1,2025-05-16,13.42,99.2,97.84
137,1,2025-05-17,11.58,67.63,99.95
138,1,2025-05-18,15.12,101.46,99.03
139,1,2025-05-19,16.81,38.52,95.62
140,1,2025-05-20,6.53,85.29,99.55
141,1,2025-05-21,12.69,63.3,90.36
142,1,2025-05-22,19.4,30.3,90.41
143,1,2025-05-23,8.69,26.55,94.55
144,1,2025-05-24,12.74,51.26,90.51
145,1,2025-05-25,6.67,58.45,90.61
146,1,2025-05-26,15.47,40.7,93.02
147,1,2025-05-27,10.91,61.66,90.02
148,1,2025-05-28,6.68,106.28,90.01
149,1,2025-05-29,12.62,68.95,93.33
150,1,2025-05-30,11.47,98.06,98.41
151,1,2025-05-31,8.91,52.25,92.42
152,1,2025-06-01,12.2,88.33,92.28
153,1,2025-06-02,9.96,113.04,90.49
154,1,2025-06-03,11.91,91.16,91.5
155,1,2025-06-04,5.71,33.82,99.19
156,1,2025-06-05,5.14,38.83,90.31
157,1,2025-06-06,6.66,82.01,92.42
158,1,2025-06-07,13.54,79.02,98.49
159,1,2025-06-08,5.07,105.34,96.19
160,1,2025-06-09,7.44,97.29,98.55
161,1,2025-06-10,8.81,111.88,94.54
162,1,2025-06-11,14.05,118.46,93.62
163,1,2025-06-12,17.2,51.84,97.99
164,1,2025-06-13,14.01,41.64,94.14
165,1,2025-06-14,9.76,27.81,90.3
166,1,2025-06-15,10.2,21.9,91.65
167,1,2025-06-16,15.88,90.81,97.39
168,1,2025-06-17,9.76,109.0,95.94
169,1,2025-06-18,6.89,34.37,96.93
170,1,2025-06-19,7.59,70.73,99.92
171,1,2025-06-20,5.06,21.66,99.93
172,1,2025-06-21,13.77,32.69,98.97
173,1,2025-06-22,18.21,73.62,96.22
174,1,2025-06-23,9.1,25.05,95.95
175,1,2025-06-24,9.42,86.36,98.36
176,1,2025-06-25,5.27,79.57,92.31
177,1,2025-06-26,18.11,45.37,96.11
178,1,2025-06-27,13.3,59.62,96.78
179,1,2025-06-28,15.89,76.69,97.58
180,1,2025-06-29,19.75,61.93,95.15
181,1,2025-06-30,5.19,99.6,95.2
182,1,2025-07-01,11.12,29.41,98.9
183,1,2025-07-02,10.93,88.26,91.49
184,1,2025-07-03,19.42,37.84,92.0
185,1,2025-07-04,17.88,111.26,92.12
186,1,2025-07-05,12.05,93.35,98.78
187,1,2025-07-06,10.69,71.7,97.42
188,1,2025-07-07,15.97,98.3,95.7
189,1,2025-07-08,6.57,110.4,98.66
190,1,2025-07-09,16.97,29.99,92.04
191,1,2025-07-10,16.15,22.31,99.79
192,1,2025-07-11,10.66,91.93,98.88
193,1,2025-07-12,10.92,51.91,96.09
194,1,2025-07-13,13.71,60.91,96.02
195,1,2025-07-14,19.03,66.76,91.97
196,1,2025-07-15,10.66,59.41,91.31
197,1,2025-07-16,7.44,88.46,93.39
198,1,2025-07-17,19.32,44.36,90.99
199,1,2025-07-18,16.3,108.1,92.78
200,1,2025-07-19,8.03,38.58,95.22
201,1,2025-07-20,12.03,45.94,90.45
202,1,2025-07-21,12.22,115.93,96.53
203,1,2025-07-22,12.43,31.07,92.52
204,1,2025-07-23,9.42,96.48,98.77
205,1,2025-07-24,18.52,118.46,99.82
206,1,2025-07-25,19.29,27.18,91.38
207,1,2025-07-26,9.57,75.29,90.97
208,1,2025-07-27,17.69,81.68,95.42
209,1,2025-07-28,7.48,45.33,91.6
210,1,2025-07-29,17.78,78.42,97.35
211,1,2025-07-30,9.44,57.13,94.05
212,1,2025-07-31,16.4,97.24,92.07
213,1,2025-08-01,19.12,32.07,98.96
214,1,2025-08-02,6.51,46.45,98.46
215,1,2025-08-03,7.69,61.36,94.5
216,1,2025-08-04,8.68,91.02,98.51
217,1,2025-08-05,18.12,53.93,95.31
218,1,2025-08-06,8.73,44.48,91.61
219,1,2025-08-07,19.1,108.8,97.77
220,1,2025-08-08,12.76,69.06,95.3
221,1,2025-08-09,13.05,63.46,91.32
222,1,2025-08-10,6.88,115.22,94.82
223,1,2025-08-11,19.3,36.36,95.54
224,1,2025-08-12,8.12,45.32,90.3
225,1,2025-08-13,6.78,111.68,93.22
226,1,2025-08-14,14.12,66.5,94.0
227,1,2025-08-15,12.98,38.72,99.89
228,1,2025-08-16,17.27,94.16,94.69
229,1,2025-08-17,7.29,112.07,93.41
230,1,2025-08-18,5.75,54.24,97.94
231,1,2025-08-19,14.34,95.08,97.94
232,1,2025-08-20,8.18,112.38,94.38
233,1,2025-08-21,14.59,20.23,99.93
234,1,2025-08-22,9.21,26.21,94.58
235,1,2025-08-23,6.94,35.23,96.32
236,1,2025-08-24,10.89,112.19,93.19
237,1,2025-08-25,15.89,66.11,96.6
238,1,2025-08-26,14.0,67.28,99.5
239,1,2025-08-27,10.14,37.72,96.78
240,1,2025-08-28,17.69,24.03,94.5
241,1,2025-08-29,18.39,94.96,99.92
242,1,2025-08-30,12.97,86.0,93.02
243,1,2025-08-31,19.21,56.63,97.39
244,1,2025-09-01,11.05,76.18,97.2
245,1,2025-09-02,12.63,110.71,94.19
246,1,2025-09-03,14.71,54.24,94.08
247,1,2025-09-04,11.6,32.58,90.92
248,1,2025-09-05,15.01,85.55,96.63
249,1,2025-09-06,5.3,52.65,91.98
250,1,2025-09-07,16.67,106.06,92.47
251,1,2025-09-08,15.02,32.94,92.75
252,1,2025-09-09,7.08,48.35,96.75
253,1,2025-09-10,18.65,40.25,95.42
254,1,2025-09-11,15.52,115.29,96.1
255,1,2025-09-12,8.83,82.55,93.2
256,1,2025-09-13,19.64,59.97,96.85
257,1,2025-09-14,5.35,60.01,98.75
258,1,2025-09-15,14.15,64.39,99.36
259,1,2025-09-16,17.81,52.22,95.45
260,1,2025-09-17,12.35,83.22,93.34
261,1,2025-09-18,8.66,111.27,99.24
262,1,2025-09-19,17.65,117.82,97.45
263,1,2025-09-20,16.47,96.26,94.81
264,1,2025-09-21,11.85,44.02,96.45
265,1,2025-09-22,9.34,45.78,95.86
266,1,2025-09-23,11.15,41.89,98.16
267,1,2025-09-24,17.91,36.77,90.08
268,1,2025-09-25,10.04,99.75,98.39
269,1,2025-09-26,7.07,97.43,91.16
270,1,2025-09-27,10.85,119.86,91.93
271,1,2025-09-28,7.31,62.28,96.2
272,1,2025-09-29,18.99,118.08,90.7
273,1,2025-09-30,7.07,99.07,92.71
274,1,2025-10-01,18.27,86.35,91.12
275,1,2025-10-02,17.49,37.64,94.23
276,1,2025-10-03,13.28,70.08,96.86
277,1,2025-10-04,14.79,119.2,99.99
278,1,2025-10-05,12.75,29.52,97.28
279,1,2025-10-06,19.65,51.83,94.61
280,1,2025-10-07,11.37,25.14,96.72
281,1,2025-10-08,10.3,98.75,98.32
282,1,2025-10-09,17.32,61.67,93.22
283,1,2025-10-10,16.23,100.14,94.91
284,1,2025-10-11,18.4,34.39,98.79
285,1,2025-10-12,6.44,35.35,95.34
286,1,2025-10-13,6.01,25.28,90.01
287,1,2025-10-14,11.54,97.46,90.35
288,1,2025-10-15,14.78,102.31,91.68
289,1,2025-10-16,7.2,106.08,98.23
290,1,2025-10-17,13.08,101.92,90.93
291,1,2025-10-18,10.92,93.78,92.57
292,1,2025-10-19,16.28,70.42,97.5
293,1,2025-10-20,11.97,56.79,92.19
294,1,2025-10-21,8.13,95.15,91.19
295,1,2025-10-22,6.29,37.63,91.75
296,1,2025-10-23,17.35,59.85,99.9
297,1,2025-10-24,7.06,85.35,94.49
298,1,2025-10-25,10.89,107.51,99.76
299,1,2025-10-26,18.09,39.23,92.21
300,1,2025-10-27,14.84,48.91,97.35
301,1,2025-10-28,13.5,75.09,98.29
302,1,2025-10-29,15.66,22.66,90.49
303,1,2025-10-30,14.02,68.62,92.6
304,1,2025-10-31,11.28,95.79,98.27
305,1,2025-11-01,13.42,58.54,92.71
306,1,2025-11-02,12.83,51.47,95.64
307,1,2025-11-03,15.15,26.61,90.01
308,1,2025-11-04,8.18,109.45,96.46
309,1,2025-11-05,7.58,109.03,94.7
310,1,2025-11-06,12.14,113.55,90.59
311,1,2025-11-07,8.23,78.58,91.95
312,1,2025-11-08,15.19,41.41,90.99
313,1,2025-11-09,8.1,62.27,91.76
314,1,2025-11-10,7.02,106.03,93.2
315,1,2025-11-11,10.41,25.53,93.57
316,1,2025-11-12,8.97,81.05,92.05
317,1,2025-11-13,18.33,112.97,91.0
318,1,2025-11-14,6.61,31.53,96.2
319,1,2025-11-15,6.83,105.24,97.54
320,1,2025-11-16,17.3,72.61,99.97
321,1,2025-11-17,5.66,60.13,93.24
322,1,2025-11-18,19.23,77.69,98.06
323,1,2025-11-19,7.56,117.86,94.99
324,1,2025-11-20,12.41,117.09,93.81
325,1,2025-11-21,10.96,78.48,91.28
326,1,2025-11-22,9.82,39.32,91.03
327,1,2025-11-23,17.99,78.93,93.59
328,1,2025-11-24,11.13,63.15,96.33
329,1,2025-11-25,18.9,113.28,93.91
330,1,2025-11-26,9.94,65.1,95.68
331,1,2025-11-27,11.93,85.88,95.54
332,1,2025-11-28,9.81,54.57,93.79
333,1,2025-11-29,6.42,36.61,97.23
334,1,2025-11-30,10.84,41.45,95.63
335,1,2025-12-01,16.33,45.74,98.27
336,1,2025-12-02,18.91,79.74,96.69
337,1,2025-12-03,5.79,114.55,93.92
338,1,2025-12-04,18.86,77.9,90.05
339,1,2025-12-05,5.58,88.04,95.63
340,1,2025-12-06,5.4,94.35,98.52
341,1,2025-12-07,12.45,66.58,90.05
342,1,2025-12-08,16.8,53.07,98.79
343,1,2025-12-09,10.6,76.51,92.7
344,1,2025-12-10,7.41,97.49,94.97
345,1,2025-12-11,13.05,116.54,99.64
346,1,2025-12-12,17.83,38.76,95.94
347,1,2025-12-13,18.17,57.45,91.01
348,1,2025-12-14,17.16,68.18,95.64
349,1,2025-12-15,19.73,80.72,94.25
350,1,2025-12-16,10.55,61.76,91.18
351,1,2025-12-17,16.92,103.77,92.84
352,1,2025-12-18,9.56,107.43,90.24
353,1,2025-12-19,12.81,66.37,96.9
354,1,2025-12-20,7.45,86.83,93.77
355,1,2025-12-21,14.28,24.01,94.62
356,1,2025-12-22,12.83,41.43,91.4
357,1,2025-12-23,7.83,54.41,90.97
358,1,2025-12-24,19.21,60.5,98.09
359,1,2025-12-25,19.62,28.07,96.52
360,1,2025-12-26,18.07,83.42,94.29
361,1,2025-12-27,11.47,23.59,95.35
362,1,2025-12-28,19.9,115.87,90.4
363,1,2025-12-29,15.59,50.18,99.03
364,1,2025-12-30,5.68,113.59,98.37
365,1,2025-12-31,6.76,25.98,98.35
366,2,2025-01-01,7.34,73.49,99.16
367,2,2025-01-02,13.51,59.72,94.45
368,2,2025-01-03,5.95,116.88,93.11
369,2,2025-01-04,7.84,48.6,99.64
370,2,2025-01-05,6.41,106.73,97.08
371,2,2025-01-06,17.45,117.59,98.42
372,2,2025-01-07,19.15,32.69,97.96
373,2,2025-01-08,13.19,74.35,98.99
374,2,2025-01-09,19.58,90.48,94.83
375,2,2025-01-10,11.85,58.63,93.62
376,2,2025-01-11,10.87,28.98,90.77
377,2,2025-01-12,16.7,64.61,99.31
378,2,2025-01-13,14.18,23.52,91.58
379,2,2025-01-14,8.09,117.57,92.19
380,2,2025-01-15,12.74,113.62,99.77
381,2,2025-01-16,8.55,24.91,91.54
382,2,2025-01-17,5.95,39.51,95.69
383,2,2025-01-18,18.69,73.72,96.26
384,2,2025-01-19,8.03,100.06,96.18
385,2,2025-01-20,17.96,114.88,93.48
386,2,2025-01-21,6.36,42.59,94.38
387,2,2025-01-22,19.19,57.83,97.71
388,2,2025-01-23,13.11,38.28,93.21
389,2,2025-01-24,14.8,87.29,94.35
390,2,2025-01-25,8.43,92.19,91.69
391,2,2025-01-26,19.05,38.79,91.07
392,2,2025-01-27,12.46,71.95,95.08
393,2,2025-01-28,11.55,119.48,94.86
394,2,2025-01-29,12.17,62.18,90.67
395,2,2025-01-30,13.89,42.8,96.38
396,2,2025-01-31,5.76,118.14,94.69
397,2,2025-02-01,18.45,67.56,90.6
398,2,2025-02-02,17.33,84.82,97.82
399,2,2025-02-03,11.42,83.79,98.56
400,2,2025-02-04,14.47,54.77,96.63
401,2,2025-02-05,15.08,116.06,93.71
402,2,2025-02-06,11.38,101.21,95.06
403,2,2025-02-07,16.05,65.97,92.15
404,2,2025-02-08,16.18,33.12,91.99
405,2,2025-02-09,14.4,94.73,98.95
406,2,2025-02-10,9.09,31.07,99.56
407,2,2025-02-11,7.32,39.77,92.91
408,2,2025-02-12,12.94,108.28,97.61
409,2,2025-02-13,15.62,37.52,93.58
410,2,2025-02-14,12.18,34.74,92.73
411,2,2025-02-15,9.62,32.73,95.5
412,2,2025-02-16,15.58,26.99,94.81
413,2,2025-02-17,16.73,94.8,98.15
414,2,2025-02-18,11.72,102.06,92.41
415,2,2025-02-19,10.41,37.64,94.67
416,2,2025-02-20,10.88,44.09,97.52
417,2,2025-02-21,9.71,47.28,91.31
418,2,2025-02-22,11.58,50.3,93.69
419,2,2025-02-23,8.54,96.32,99.3
420,2,2025-02-24,12.47,84.3,98.67
421,2,2025-02-25,19.98,81.35,98.9
422,2,2025-02-26,18.63,99.15,94.61
423,2,2025-02-27,6.22,21.58,94.77
424,2,2025-02-28,12.41,60.74,95.68
425,2,2025-03-01,13.28,103.66,91.09
426,2,2025-03-02,8.38,99.3,98.48
427,2,2025-03-03,19.92,107.29,98.9
428,2,2025-03-04,9.72,60.17,92.68
429,2,2025-03-05,14.09,113.88,93.45
430,2,2025-03-06,13.36,49.63,91.7
431,2,2025-03-07,7.93,25.79,99.49
432,2,2025-03-08,11.04,103.41,96.81
433,2,2025-03-09,7.88,37.55,98.12
434,2,2025-03-10,8.97,111.33,91.4
435,2,2025-03-11,15.17,101.45,92.35
436,2,2025-03-12,9.14,116.45,92.65
437,2,2025-03-13,11.45,63.25,92.53
438,2,2025-03-14,16.64,97.18,93.78
439,2,2025-03-15,17.53,41.31,90.04
440,2,2025-03-16,13.57,119.41,90.39
441,2,2025-03-17,8.12,71.89,98.1
442,2,2025-03-18,6.34,59.52,97.47
443,2,2025-03-19,10.57,38.88,91.95
444,2,2025-03-20,11.15,67.94,98.62
445,2,2025-03-21,14.63,89.04,99.83
446,2,2025-03-22,11.18,60.34,99.23
447,2,2025-03-23,8.69,92.98,97.55
448,2,2025-03-24,6.47,66.82,92.01
449,2,2025-03-25,7.78,66.38,92.89
450,2,2025-03-26,16.94,110.76,98.03
451,2,2025-03-27,8.99,47.41,92.55
452,2,2025-03-28,7.03,114.38,94.02
453,2,2025-03-29,8.37,104.67,93.99
454,2,2025-03-30,5.53,36.19,96.39
455,2,2025-03-31,16.74,41.09,99.17
456,2,2025-04-01,17.76,104.84,92.28
457,2,2025-04-02,5.76,106.74,93.06
458,2,2025-04-03,14.28,96.0,91.28
459,2,2025-04-04,16.71,113.85,97.28
460,2,2025-04-05,11.62,107.67,95.27
461,2,2025-04-06,16.17,102.05,97.49
462,2,2025-04-07,9.32,31.78,92.38
463,2,2025-04-08,12.54,70.53,95.83
464,2,2025-04-09,10.93,98.69,99.13
465,2,2025-04-10,8.7,93.65,96.78
466,2,2025-04-11,12.85,38.85,97.95
467,2,2025-04-12,19.41,92.18,99.18
468,2,2025-04-13,19.76,55.21,96.38
469,2,2025-04-14,12.11,118.66,90.94
470,2,2025-04-15,11.19,107.55,92.84
471,2,2025-04-16,16.82,58.28,99.8
472,2,2025-04-17,18.25,50.13,97.7
473,2,2025-04-18,10.05,80.64,96.58
474,2,2025-04-19,17.44,22.45,92.2
475,2,2025-04-20,15.68,76.35,94.96
476,2,2025-04-21,5.83,54.83,98.65
477,2,2025-04-22,5.46,59.64,99.45
478,2,2025-04-23,5.76,94.97,92.58
479,2,2025-04-24,18.0,94.61,98.86
480,2,2025-04-25,8.24,73.13,97.79
481,2,2025-04-26,8.69,43.07,90.27
482,2,2025-04-27,19.38,91.0,96.36
483,2,2025-04-28,16.16,73.16,94.76
484,2,2025-04-29,11.74,84.04,92.02
485,2,2025-04-30,18.32,101.18,93.5
486,2,2025-05-01,13.68,34.1,99.72
487,2,2025-05-02,18.54,112.19,93.32
488,2,2025-05-03,7.54,41.18,90.9
489,2,2025-05-04,6.8,27.13,99.9
490,2,2025-05-05,6.11,33.25,98.27
491,2,2025-05-06,13.7,97.44,96.31
492,2,2025-05-07,18.23,83.85,95.22
493,2,2025-05-08,15.69,64.74,93.46
494,2,2025-05-09,12.01,36.97,97.97
495,2,2025-05-10,8.91,35.35,92.46
496,2,2025-05-11,17.63,53.02,96.86
497,2,2025-05-12,17.85,27.77,97.65
498,2,2025-05-13,9.61,41.66,96.89
499,2,2025-05-14,18.65,49.5,95.69
500,2,2025-05-15,9.35,75.43,96.22
501,2,2025-05-16,14.16,82.35,91.35
502,2,2025-05-17,15.4,87.48,96.83
503,2,2025-05-18,6.11,64.68,94.09
504,2,2025-05-19,6.3,42.24,94.41
505,2,2025-05-20,16.14,43.71,98.3
506,2,2025-05-21,13.19,96.04,94.73
507,2,2025-05-22,12.49,81.97,99.28
508,2,2025-05-23,12.38,72.87,96.02
509,2,2025-05-24,16.06,27.19,95.16
510,2,2025-05-25,12.22,112.17,94.94
511,2,2025-05-26,12.02,116.22,94.51
512,2,2025-05-27,7.71,41.69,90.95
513,2,2025-05-28,5.01,63.19,97.69
514,2,2025-05-29,16.0,23.21,95.7
515,2,2025-05-30,7.31,114.11,91.67
516,2,2025-05-31,14.4,52.62,96.42
517,2,2025-06-01,11.18,95.96,92.31
518,2,2025-06-02,18.59,70.02,97.56
519,2,2025-06-03,17.75,119.88,92.24
520,2,2025-06-04,9.3,45.04,92.63
521,2,2025-06-05,13.74,119.35,99.9
522,2,2025-06-06,12.9,83.9,98.6
523,2,2025-06-07,18.99,40.39,95.29
524,2,2025-06-08,17.49,50.32,94.4
525,2,2025-06-09,19.78,118.5,99.06
526,2,2025-06-10,16.98,46.91,93.21
527,2,2025-06-11,13.21,76.08,95.06
528,2,2025-06-12,14.55,60.83,97.49
529,2,2025-06-13,10.0,53.07,91.27
530,2,2025-06-14,7.83,105.05,94.46
531,2,2025-06-15,8.42,95.93,95.54
532,2,2025-06-16,5.32,51.64,91.77
533,2,2025-06-17,14.84,47.5,90.65
534,2,2025-06-18,5.82,78.17,90.22
535,2,2025-06-19,17.73,35.54,96.07
536,2,2025-06-20,11.67,64.29,90.72
537,2,2025-06-21,17.04,109.31,90.11
538,2,2025-06-22,7.68,110.39,95.49
539,2,2025-06-23,7.25,40.28,96.6
540,2,2025-06-24,15.87,79.94,99.53
541,2,2025-06-25,12.41,50.03,94.77
542,2,2025-06-26,10.39,42.44,90.46
543,2,2025-06-27,10.28,91.14,90.18
544,2,2025-06-28,11.59,84.4,96.1
545,2,2025-06-29,16.65,101.05,97.12
546,2,2025-06-30,6.54,67.5,96.03
547,2,2025-07-01,8.68,24.26,92.24
548,2,2025-07-02,11.82,61.39,91.77
549,2,2025-07-03,17.37,112.57,92.01
550,2,2025-07-04,18.94,21.79,99.25
551,2,2025-07-05,19.28,21.21,97.63
552,2,2025-07-06,19.55,110.59,99.71
553,2,2025-07-07,13.25,27.82,98.5
554,2,2025-07-08,14.21,81.47,94.17
555,2,2025-07-09,13.58,35.36,97.4
556,2,2025-07-10,6.13,92.98,98.49
557,2,2025-07-11,12.09,70.98,93.12
558,2,2025-07-12,19.54,93.31,93.69
559,2,2025-07-13,7.62,41.96,94.64
560,2,2025-07-14,19.14,93.41,92.15
561,2,2025-07-15,17.89,57.82,98.52
562,2,2025-07-16,8.63,81.87,99.27
563,2,2025-07-17,8.87,89.29,99.87
564,2,2025-07-18,7.26,28.84,96.74
565,2,2025-07-19,10.1,27.12,94.75
566,2,2025-07-20,16.31,48.51,93.35
567,2,2025-07-21,17.69,72.01,98.43
568,2,2025-07-22,11.7,115.3,96.51
569,2,2025-07-23,6.74,108.51,94.89
570,2,2025-07-24,7.12,35.27,96.88
571,2,2025-07-25,5.71,48.66,91.4
572,2,2025-07-26,11.62,61.44,95.22
573,2,2025-07-27,9.19,23.2,96.14
574,2,2025-07-28,10.61,85.13,91.09
575,2,2025-07-29,5.21,44.83,94.57
576,2,2025-07-30,10.91,101.03,93.78
577,2,2025-07-31,12.96,79.35,90.22
578,2,2025-08-01,12.73,54.48,94.21
579,2,2025-08-02,6.5,98.28,99.42
580,2,2025-08-03,5.33,80.14,97.64
581,2,2025-08-04,9.27,98.76,96.32
582,2,2025-08-05,18.94,118.1,90.42
583,2,2025-08-06,11.67,74.7,91.47
584,2,2025-08-07,10.04,118.76,90.16
585,2,2025-08-08,11.79,104.27,93.24
586,2,2025-08-09,12.2,117.8,94.75
587,2,2025-08-10,6.96,25.17,99.45
588,2,2025-08-11,8.99,70.41,90.91
589,2,2025-08-12,11.35,113.01,95.02
590,2,2025-08-13,19.57,45.88,95.05
591,2,2025-08-14,17.89,64.83,92.79
592,2,2025-08-15,17.83,58.99,95.31
593,2,2025-08-16,19.65,38.65,93.01
594,2,2025-08-17,5.47,59.18,92.0
595,2,2025-08-18,15.2,38.13,96.75
596,2,2025-08-19,8.95,55.52,93.49
597,2,2025-08-20,15.75,66.65,93.61
598,2,2025-08-21,17.79,77.2,92.14
599,2,2025-08-22,18.5,54.27,90.39
600,2,2025-08-23,12.42,32.39,92.38
601,2,2025-08-24,16.21,33.08,98.07
602,2,2025-08-25,19.05,80.65,97.1
603,2,2025-08-26,15.7,119.28,93.42
604,2,2025-08-27,7.44,71.92,95.33
